row_id,title,ros_version,source_code_required,simulation_use,tools_flag,tools,all_defect_codes,defect_code,major_category,subcategory,codebook_ros_scope,english_name,concise_label
58,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
58,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
58,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
59,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
59,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
59,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
60,ROZZ: Property-based Fuzzing for Robotic Programs in ROS,Both,Yes,Yes,True,Yes,GPE,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
61,Multi-Dimensional and Message-Guided Fuzzing for Robotic Programs in Robot Operating System,ROS 2,No,Yes,True,Yes,GPE,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
62,Toward the Trustworthiness of Industrial Robotics Using Differential Fuzz Testing,ROS 1,No,Yes,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
63,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,ROS 2,No,Hybrid,True,Yes,BSE; GPE; ICF,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
63,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,ROS 2,No,Hybrid,True,Yes,BSE; GPE; ICF,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
63,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,ROS 2,No,Hybrid,True,Yes,BSE; GPE; ICF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
64,DiscoFuzzer: Discontinuity-based Vulnerability Detector for Robotic Systems,ROS 1,No,Yes,True,Yes,BSE; GPE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
64,DiscoFuzzer: Discontinuity-based Vulnerability Detector for Robotic Systems,ROS 1,No,Yes,True,Yes,BSE; GPE,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
65,Enhancing ROS System Fuzzing through Callback Tracing,ROS 2,Yes,Yes,True,Yes,GPE; SEF,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
65,Enhancing ROS System Fuzzing through Callback Tracing,ROS 2,Yes,Yes,True,Yes,GPE; SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
66,Property-Based Testing for the Robot Operating System,ROS 1,Yes,Yes,True,Yes,ICF; BSE; GPE,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
66,Property-Based Testing for the Robot Operating System,ROS 1,Yes,Yes,True,Yes,ICF; BSE; GPE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
66,Property-Based Testing for the Robot Operating System,ROS 1,Yes,Yes,True,Yes,ICF; BSE; GPE,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
67,Checking consistency of robot software architectures in ROS,ROS 1,No,Yes,True,Yes,ICF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
68,Static-time Extraction and Analysis of the ROS Computation Graph,ROS 1,Yes,No,True,Yes,ICF; SEF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
68,Static-time Extraction and Analysis of the ROS Computation Graph,ROS 1,Yes,No,True,Yes,ICF; SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
69,Verification of System-Wide Safety Properties of ROS Applications,ROS 1,Yes,No,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
70,A Framework for Quality Assessment of ROS Repositories,ROS 1,Yes,No,True,Yes,GPE,GPE,REL,CODE,ROS 1 / ROS 2,General Programming Errors,Programming Errors
71,ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,ROS 1,Yes,No,True,Yes,ICF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
72,Towards Automatic Inference of Behavioral Component Models for ROS-Based Robotics Systems,ROS 1,Yes,No,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
73,Lightweight Detection of Physical Unit Inconsistencies without Program Annotations,ROS 1,Yes,No,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
74,"Phriky-Units: A Lightweight, Annotation-Free Physical Unit Inconsistency Detection Tool",ROS 1,Yes,No,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
75,Phys: Probabilistic Physical Unit Assignment and Inconsistency Detection,ROS 1,Yes,No,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
76,PhysFrame: Type Checking Physical Frames of Reference for Robotic Systems,ROS 1,Yes,No,True,Yes,BSE; ICF,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
76,PhysFrame: Type Checking Physical Frames of Reference for Robotic Systems,ROS 1,Yes,No,True,Yes,BSE; ICF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
77,SA4U: Practical Static Analysis for Unit Type Error Detection,Unclear,Yes,Yes,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
78,UPPAAL-Based Modeling and Verification of ROS 2 Multi-threaded Execution and Operating System Reservations,ROS 2,No,Hybrid,True,Yes,SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
79,A Model-Based Methodology for Automated Verification of ROS 2 Systems,ROS 2,No,No,True,Yes,SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
80,Formal Verification of ROS-based Robotic Applications using Timed-Automata,ROS 1,Yes,No,True,Yes,SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
81,Pattern-based verification of ROS 2 applications using UPPAAL,ROS 2,No,No,True,Yes,SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
82,Verifying ROS-Based Applications Using Timed and Stochastic Timed Automata,ROS 2,No,No,True,Yes,SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
83,DiNeROS: A Model-Driven Framework for Verifiable ROS Applications with Petri Nets,ROS 1,No,No,True,Yes,SEF; BSE,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
83,DiNeROS: A Model-Driven Framework for Verifiable ROS Applications with Petri Nets,ROS 1,No,No,True,Yes,SEF; BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
84,Distributed Petri Nets for Model-Driven Verifiable Robotic Applications in ROS,ROS 1,No,No,True,Yes,ICF; BSE,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
84,Distributed Petri Nets for Model-Driven Verifiable Robotic Applications in ROS,ROS 1,No,No,True,Yes,ICF; BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
85,Formal Verification of ROS Based Systems Using a Linear Logic Theorem Prover,ROS 1,Mixed,Yes,True,Yes,ICF; BSE,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
85,Formal Verification of ROS Based Systems Using a Linear Logic Theorem Prover,ROS 1,Mixed,Yes,True,Yes,ICF; BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
86,Formal Analysis and Detection for ROS2 Communication Security Vulnerability,ROS 2,No,No,True,Yes,ROS2-ICAPP; ROS2-MPIB,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
86,Formal Analysis and Detection for ROS2 Communication Security Vulnerability,ROS 2,No,No,True,Yes,ROS2-ICAPP; ROS2-MPIB,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
87,ROSCallBaX: Statically Detecting Inconsistencies in Callback Function Setup of Robotic Systems,Both,Yes,No,True,Yes,SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
88,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
88,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
88,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
89,From Models To Software Through Automatic Transformations: An AADL To ROS End-to-End Toolchain,ROS 1,Yes,No,True,Yes,ICF; BDF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
89,From Models To Software Through Automatic Transformations: An AADL To ROS End-to-End Toolchain,ROS 1,Yes,No,True,Yes,ICF; BDF,BDF,REL,CODE,ROS 1 / ROS 2,Build and Dependency Faults,Build/Dependency Faults
90,On the (In)Security of Secure ROS2,ROS 2,Yes,Hybrid,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-ILE,VUL,C,ROS 2,Incomplete or Leaky Encryption,Leaky Encryption
90,On the (In)Security of Secure ROS2,ROS 2,Yes,Hybrid,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
90,On the (In)Security of Secure ROS2,ROS 2,Yes,Hybrid,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
90,On the (In)Security of Secure ROS2,ROS 2,Yes,Hybrid,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
90,On the (In)Security of Secure ROS2,ROS 2,Yes,Hybrid,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
91,ROSDiscover: Statically Detecting Run-Time Architecture Misconfigurations in Robotics Systems,ROS 1,Yes,Yes,True,Yes,ICF,ICF,REL,SEM,ROS 1 / ROS 2,Interaction and Communication Faults,Interaction/Communication
