缺陷证据表 / Defect-Level Evidence,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Study ID,Article Title,Defect Code,Major Category,Subcategory,Coverage,Evidence Statement / 证据,Evidence Location,Impact Category,Evidence Provenance,Notes,列1,列2,列3,列4,列5,列6
TBD,Runtime Verification on Hierarchical Properties of ROS-Based Robot Swarms,ROS1-UTA,VUL,I,Full,"The paper defines security properties restricting which ROS nodes may publish or subscribe to sensitive command topics. In the TurtleBot experiment, the authors create a bogus node that publishes an unauthorized shutdown command. The generated monitor detects the illegal command–publisher pair and identifies the bogus node.","Sec. III-B, p. 679; Sec. VI-A, pp. 685–686; Eqs. 11–12; EXP.2",IMP-DT,EP-SEED,Direct seeded unauthorized-publishing case. The evidence supports unrestricted topic access rather than a benign communication/configuration fault.,,,,,,
TBD,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS1-LE,VUL,C,Partial,"The paper identifies the unprotected ROS topic transport channel as exposing messages to unauthorized parties. CryptoROS proposes TLS 1.2 encryption between Interceptors to protect peer-to-peer message and service communication. However, XML-RPC requests and responses remain unencrypted, and the architecture is not implemented or evaluated.","Sec. II, p. 190; Sec. III-A–B, pp. 191–192; Table I and Sec. IV, p. 194",IMP-DS,EP-CLAIM,"Primary code. The category is a central design objective, but only a proposed capability. Protection is also incomplete because XML-RPC traffic remains plaintext.",,,,,,
TBD,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS1-LNA,VUL,I,Partial,"The paper states that ordinary ROS communication cannot prove that publishers and subscribers are genuine. CryptoROS proposes X.509 certificates, TLS authentication, signed Access Tokens, and signature verification to authenticate Managers and communication entities.","Sec. II, p. 190; Sec. III-A–C, pp. 191–193; Fig. 3 and Fig. 5",IMP-DT,EP-CLAIM,"Authentication is explicitly addressed, but no node-impersonation experiment or authentication-bypass evaluation is reported.",,,,,,
TBD,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS1-UTA,VUL,I,Partial,"The paper explains that ROS nodes may freely publish, subscribe, advertise services, or call services without prior authorization. CryptoROS proposes access-control policies embedded in signed tokens, checked by Interceptors before allowing these operations.","Sec. II, p. 190; Sec. III-A–C, pp. 191–193; Fig. 5; Sec. IV, p. 194",IMP-DT,EP-CLAIM,The paper also cites a historical physical-robot case in which malicious ROS messages were injected. CryptoROS itself is not experimentally tested against that attack. Unauthorized subscription additionally produces IMP-DS.,,,,,,
TBD,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS1-LFQ,VUL,A,Partial,The paper identifies unrestricted high-volume topic publishing as a cause of subscriber overload and denial of service. It claims that authentication and authorization reduce the DoS attack surface and suggests dropping unauthorized XML-RPC shutdown requests.,"Sec. II, p. 190; Sec. III-A, p. 191; Table I and Sec. IV, p. 194",IMP-RE,EP-CLAIM,"No rate-limiting, throttling, queue-control algorithm, load test, or DoS performance result is presented. The claimed mitigation mainly blocks unauthorized participants.",,,,,,
TBD,TROS: Protecting Humanoids’ ROS from Privileged Attackers,ROS1-LE,VUL,C,Full,"The paper identifies that sensitive ROS message contents, certificates and cryptographic keys may remain accessible as clear data in memory to privileged attackers. TROS encrypts ROS message payloads with AES-256, authenticates them with HMAC/SHA-256 and confines clear data and keys inside SGX enclaves. Memory-dump and DMA experiments recover sensor data from ordinary ROS but fail to recover the corresponding protected data from TROS.","Sec. 4.1–4.2, pp. 6–7; Sec. 5.1, pp. 8–9; Sec. 7.1, pp. 11–12; Fig. 10",IMP-DS,EP-OBS,Primary code. The principal contribution is confidentiality protection for ROS-managed data. The exact weakness is broader than network plaintext because it includes data in use; ROS1-LE is the closest fixed confidentiality code in the manual.,,,,,,
TBD,TROS: Protecting Humanoids’ ROS from Privileged Attackers,ROS1-LNA,VUL,I,Full,"TROS protects node IDs, X.509 certificates and node-registration records inside the Master and node enclaves. Registration requires mutual attestation and verification against an encrypted static list of authorized nodes. The two misuse cases attempt to register or replace legitimate components with a fake robot-driver node and a malicious sensor-source node.","Sec. 4.2, p. 7; Sec. 5.1, pp. 8–9; Sec. 6, pp. 10–11; MC1–MC2",IMP-DT,EP-SEED,The paper directly evaluates protection against fake-node registration and identity replacement.,,,,,,
TBD,TROS: Protecting Humanoids’ ROS from Privileged Attackers,ROS1-UTA,VUL,I,Full,The misuse cases include unauthorized publication of malicious Twist commands to the NAO velocity-control topic and transmission of tampered obstacle coordinates to the global and local costmaps. TROS prevents these operations by checking protected publisher and node lists before allowing registration and communication.,"Sec. 6, pp. 10–11; Sec. 7.2, pp. 12–13; Figs. 12–13; MC1–MC2",IMP-DT,EP-SEED,"Unauthorized publishing is experimentally demonstrated in the unprotected configuration and prevented by TROS. The resulting collision or unsafe motion is an impact, not a BSE reliability defect.",,,,,,
TBD,TROS: Protecting Humanoids’ ROS from Privileged Attackers,ROS2-ICAPP,VUL,I,Partial,"The paper explicitly argues that a root-level attacker can steal SSL/TLS certificates and keys or modify namespace permissions used by ROS 2 and related secure ROS variants. This can enable decryption, malicious-node authorization, unauthorized publishing and unauthorized subscription.","Sec. 3, pp. 5–6; Sec. 4.1, pp. 6–7; Figs. 5–6",IMP-DT,EP-CLAIM,"The mechanism matches inadequate local protection of credentials and policies, but the TROS prototype is not implemented or tested on ROS 2.",,,,,,
TBD,SROS2: Usable Cyber Security Tools for ROS 2,ROS2-ICAPP,VUL,I,Partial,"The paper states that the complexity of ROS 2 security remains prone to human error, particularly during access-control artifact distribution. SROS2 implements tools to create identity and permission certificate authorities, generate signed identities, governance and permission files, organize enclave artifacts and translate ROS-level policies into DDS permissions. However, secure artifact deployment is not provided, and certificate/key lifecycle management remains incomplete.","Sec. II, p. 2; Sec. III-B–E, pp. 3–5; Sec. IV–V, pp. 5–6",IMP-DT,EP-CLAIM,"The tool and case study are real, but the coded defect requires evidence that credentials or policies lack adequate protection against modification, replacement or downgrade. The paper discusses this boundary without conducting such an attack.",,,,,,
TBD,ROSEC: Intra-Process Isolation for ROS Composition With Memory Protection Keys,ROS2-LRI,VUL,A,Full,ROS 2 Composition allows multiple nodes to execute inside one container process and share an address space. The paper’s threat model assumes that an attacker exploits a memory vulnerability such as a buffer overflow in one node and then attempts to read or modify memory belonging to other nodes or the ROS client library. ROSEC assigns separate MPK-protected memory regions to each node and permits access only while the corresponding node is executing.,"Abstract and Sec. I, pp. 10546–10548; Sec. III, p. 10549; Sec. IV, pp. 10549–10552",IMP-DT,EP-PROP,"Primary code. The attack model and isolation property are defined by the authors. The immediate evaluated consequence is cross-node memory tampering, although ROS2-LRI is fixed under Availability in the codebook.",,,,,,
TBD,ROSEC: Intra-Process Isolation for ROS Composition With Memory Protection Keys,ROS2-LRI,VUL,A,Full,"The evaluation compares ordinary process isolation, unsecured ROS 2 Composition and Composition protected by ROSEC. It evaluates single-threaded and multithreaded executors, memory overhead, key exhaustion and reassignment, callback latency, an image-processing application and attempts to neutralize the MPK isolation. The security analysis concludes that a compromised node can access only memory associated with its own protection key, rather than other nodes or the client library.","Sec. V-A–F, pp. 10553–10556; Figs. 10–17; Table II",IMP-DT,EP-PROP,A second evidence row is justified because it records the direct evaluation of the same defect family. ROSEC incurs 6.4% overhead in the camera-based real-world application.,,,,,,
TBD,Support Remote Attestation for Decentralized Robot Operating System (ROS) Using Trusted Execution Environment,ROS2-ICAPP,VUL,I,Partial,"The paper states that DDS Security provides authentication, access control and cryptographic protection while assuming the local machine is trusted. A compromised ROS 2 node or privileged local attacker may exploit masquerading credentials, alter registered services, access private keys or modify security configuration. The proposed architecture places DDS, encrypted files, parameters, policies and secrets inside SCONE/SGX and uses an attested ID and Permission Manager to verify nodes and control policy updates.","Abstract and Sec. I, p. 693; Sec. II, p. 694; Fig. 1",IMP-DT,EP-CLAIM,"Directly matches inadequate local protection of credentials and policies. Coverage is Partial because the architecture is not implemented or experimentally evaluated. Sensitive-data theft also implies IMP-DS, but integrity protection is the principal emphasis.",,,,,,
TBD,Quantifying DDS-Cerberus Network Control Overhead,ROS2-MPIB,VUL,I,Full,"The paper identifies node impersonation as a principal DDS security weakness: an attacker may create a rogue publisher or subscriber, pose as a trusted node and obtain unauthorized permission to send or read data. DDS-C integrates Kerberos authentication into ROS 2/DDS so that every publisher and subscriber must obtain a valid ticket using its assigned keytab before participating in communication. An impersonated node without the correct keytab is denied a ticket and cannot publish or subscribe. The implemented ROS 2 testbed measures the additional authentication traffic generated by this mechanism.","Sec. 1, pp. 3617–3618; Sec. 2.2, pp. 3620–3624; Figs. 2–4; Sec. 3, pp. 3630–3639",IMP-DT,EP-OBS,"Primary code. Authentication is implemented and exercised in the testbed, but the experiments do not actually launch a rogue or impersonated node. The mechanism authenticates participants before communication rather than cryptographically signing every individual ROS 2 message.",,,,,,
TBD,Decentralized Information-Flow Control for ROS2,ROS2-LMLAC,VUL,C,Full,"The paper explains that SROS2 restricts which topics an application may publish or subscribe to, but once an authorized application receives protected data, ROS 2 provides no mechanism for the original data owner to control how that application subsequently republishes or derives information from the data. A legitimate subscriber can therefore relay protected content to another, less protected topic and cause data exfiltration. Picaros binds DIFC labels to individual data objects using attribute-based encryption and enforces no-reads-up and no-writes-down rules across downstream application chains.","Abstract and Sec. I, pp. 1–2; Sec. II, pp. 3–5; Figs. 1–2; Sec. III–IV, pp. 6–11",IMP-DS,EP-PROP,Primary code. The study defines and implements message/data-object-level confidentiality properties and evaluates the enforcing prototype. The cases are author-constructed application pipelines rather than independently observed real-world leaks.,,,,,,
TBD,ROSRV: Runtime Verification for Robots,BSE,REL,SEM,Full,"The paper identifies application-level behavioral safety violations that are not prevented by ordinary ROS, including the LandShark firing while its gun points toward itself, leaving a defined safe zone and tipping over because of unsafe speed or acceleration. ROSRV generates monitors from formal event specifications and can drop trigger messages or modify motion messages when the corresponding behavioral property is violated. The safe-trigger, safe-zone and logging monitors are demonstrated on the LandShark platform.","Sec. 2.1, p. 3; Sec. 3.1, pp. 4–5; Appendix A, p. 8; Figs. 2 and 4",IMP-FA,EP-PROP,"Primary code. The monitored conditions are explicit behavioral and domain-safety properties. They are not implementation, wiring or scheduling faults.",,,,,,
TBD,ROSRV: Runtime Verification for Robots,ROS1-UTA,VUL,I,Full,"The paper states that any ROS node may publish or subscribe to arbitrary topics and may issue sensitive commands such as shutting down another node. RVMaster checks the requesting host, topic and command against user-defined [Publishers], [Subscribers] and [Commands] policies. In the attacker-node demonstration, unauthorized nodes are prevented from publishing to protected topics and killing legal nodes.","Sec. 1, pp. 1–2; Sec. 2.1, p. 3; Sec. 3.2, pp. 5–6; Appendix A, p. 8; Fig. 5",IMP-DT,EP-SEED,Directly evaluated unrestricted topic and command access. The policy covers both publish/subscribe permissions and privileged ROS Master operations.,,,,,,
TBD,ROSRV: Runtime Verification for Robots,ROS1-LNA,VUL,I,Full,"ROS node names are self-reported, and a newly created node with an existing name may replace the legitimate node. The paper describes an attacker killing a navigation node and creating a fake node that publishes bogus messages. ROSRV’s [Nodes] policy binds permitted node names to designated host identities, and the demonstration shows that an attacker cannot pretend to be an existing legal node.","Sec. 1, pp. 1–2; Sec. 2.1, p. 3; Sec. 3.2, pp. 5–6; Appendix A, p. 8",IMP-DT,EP-SEED,"Full coverage because node impersonation is explicitly described, mitigated and demonstrated. The mechanism relies on source IP addresses rather than cryptographic identity, which remains a documented limitation.",,,,,,
TBD,ROSMonitoring: A Runtime Verification Framework for ROS,BSE,REL,SEM,Full,"The paper defines application-level behavioral properties over ROS messages and evaluates them using a simulated Mars Curiosity rover. The monitor intercepts commands on the wheels_control topic and checks whether turning commands exceed speed 10 or forward/backward commands exceed speed 15. Messages violating the property are discarded before reaching the rover controller, preventing unsafe high-speed turns that could cause the rover to roll over or crash.","Sec. 2, pp. 4–11; Sec. 3.1, pp. 11–13; Listing 3 and Curiosity property specification",IMP-FA,EP-PROP,"Primary code. The fault is a violation of an author-defined behavioral and domain-safety property. No lower-level programming, communication configuration or scheduling root cause is established.",,,,,,
TBD,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS1-UTA,VUL,I,Full,"The paper states that ROS topics and services have no effective access control beyond message-type compatibility, allowing arbitrary nodes to join topics, publish forged messages or directly establish connections outside the expected ROS graph. ROSDN maintains mappings among nodes, topics, services, ports and network flows, translates ROS-Policy-Language rules into OpenFlow rules and filters unauthorized connections at the SDN layer.","Sec. I–II, pp. 114–115; Sec. IV-A–D, pp. 116–117; Figs. 1–3",IMP-DT,EP-OBS,"Primary code. Topic- and service-level authorization is directly implemented. The evaluation confirms that the policy-enforcement infrastructure runs on physical and virtual ROS systems, although it does not report a systematic unauthorized-publishing attack suite.",,,,,,
TBD,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS1-LFQ,VUL,A,Partial,"The paper identifies denial of service and compromised-node traffic as gaps in existing ROS and SROS protection. ROSWatch profiles traffic volume, publishing rate, dropping rate, message age and activity duration, while ROS-Policy-Language supports bandwidth limits through OpenFlow meter tables and can drop traffic above configured thresholds.","Sec. I, p. 114; Sec. IV-A, C–D, pp. 116–118",IMP-RE,EP-OBS,"Flow-rate controls and traffic anomaly rules are implemented, but no dedicated DoS or publisher-flood attack experiment, detection rate or false-positive analysis is reported.",,,,,,
TBD,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS1-LNA,VUL,I,Partial,"The ROS attacker model states that network messages have no authentication, allowing an attacker to impersonate nodes, ROS Master or Parameter Server and spoof connections from arbitrary addresses. ROS-Defender correlates ROS graph state with observed ports and network flows and can block connections from nodes that do not comply with policy.","Sec. III, p. 116; Sec. IV-A–B, pp. 116–117",IMP-DT,EP-CLAIM,"The paper directly analyzes impersonation, but ROS-Defender does not introduce cryptographic node authentication. Its enforcement depends on ROS Master state, network observations and, where enabled, SROS certificates.",,,,,,
TBD,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS1-LE,VUL,C,Partial,"The paper explicitly states that ordinary ROS node-to-node, node-to-Master and node-to-Parameter-Server communication is unencrypted and can be observed, intercepted or modified. ROS-Policy-Language can check whether traffic appears encrypted using entropy estimation, and ROS-Defender can operate together with SROS/TLS, but it does not itself encrypt ROS traffic.","Sec. I–III, pp. 114–116; Sec. IV-D, pp. 117–118",IMP-DS,EP-CLAIM,"The confidentiality defect is analyzed, but the proposed system primarily monitors or enforces whether encryption is present rather than supplying an independent encryption protocol.",,,,,,
TBD,Towards a Robotic Intrusion Prevention System: Combining Security and Safety in Cognitive Social Robots,ROS2-MPIB,VUL,I,Partial,"The proposed RIPS rule language can inspect the number and identity of publishers and subscribers associated with a ROS 2 topic. Functions such as publishers, publishersinclude, topicpublishers and topicpublishersinclude allow the system to detect a publisher that is not part of the expected ROS 2 computation graph. RIPS may then issue an alert, execute a filtering program or transition the robot to a more restrictive System Mode.","Sec. 4.3–4.4, pp. 5–6; Sec. 5, pp. 6–8; Figs. 1 and 3",IMP-DT,EP-CLAIM,"Primary code. The capability directly addresses unexpected or impersonated publishers on shared topics, but no forged-publisher or publisher-impersonation attack is executed. The experimental RIPS core is emulated.",,,,,,
TBD,Towards a Robotic Intrusion Prevention System: Combining Security and Safety in Cognitive Social Robots,ROS2-UTFAN,VUL,A,Partial,"The paper explicitly states that a RIPS rule can maintain a message counter together with the current time to detect flooding attacks. Its action model can execute an external firewall or filtering program, increase the alert level and switch the robot to a restricted or halted operating mode.","Sec. 4.3, p. 5; Sec. 4.4.1, pp. 5–6",IMP-RE,EP-CLAIM,"Flooding detection and mitigation are explicit design capabilities, but the evaluation contains no authenticated-node flooding experiment, traffic-rate benchmark, detection accuracy or false-positive measurement.",,,,,,
TBD,Watch Your Callback: Offline Anomaly Detection Using Machine Learning in ROS 2,SEF,REL,CODE,Full,"The method directly monitors callback response time and invocation frequency as indicators of abnormal execution. In the evaluation, the authors modify the callbackJointState callback by injecting delays of 10–100 ms and 500–1000 ms, shortening its normal 500 ms interval to 100–200 ms, or extending it to 900–1000 ms. Isolation Forest, OCSVM and Autoencoder are then evaluated on detecting these temporal callback deviations.","Sec. III-C–D, pp. 60766–60767; Sec. IV-B–F, pp. 60767–60771; Fig. 4; Table 1; Tables 3–5",IMP-FA,EP-SEED,Primary code. The directly manipulated and measured defect locus is callback execution timing. Coverage does not establish the prevalence of real ROS 2 executor faults because the cases are author-created.,,,,,,
TBD,Watch Your Callback: Offline Anomaly Detection Using Machine Learning in ROS 2,ROS2-UTFAN,VUL,A,Partial,"The four malicious scenarios are designed to emulate direct and indirect DoS behavior. The burst scenario increases callback invocation frequency to represent Ping of Death or SYN flooding, while the response-time and delayed-frequency scenarios emulate RUDY, Slowloris and related service-degradation attacks.","Sec. I, pp. 60763–60765; Sec. IV-B, pp. 60767–60768; Fig. 5; Table 1",IMP-RE,EP-SEED,"Partial because the experiments perturb a callback directly; they do not implement an authenticated DDS publisher or service client, nor separately demonstrate that missing throttling or backpressure permits the attack.",,,,,,
TBD,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS1-UTA,VUL,I,Full,"The attack model allows a fake node to publish to the camera image topic and to intercept, inject, modify or replay camera frames. The evaluated cases include black or white frame insertion, past-image replay, image blurring, object concealment and modification of a traffic light from red to green. The proposed detector is directly evaluated on all ten attack scenarios.","Sec. I-A, p. 1; Sec. II, p. 2; Fig. 1; Table I; Sec. IV-D, pp. 4–5",IMP-DT,EP-SEED,Primary code. The direct defect mechanism is unauthorized publication and alteration of data on a ROS topic. Object misclassification is the resulting impact rather than a BSE fault.,,,,,,
TBD,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS1-LFQ,VUL,A,Full,Scenarios 5 and 6 inject multiple successive duplicate or black images to flood the image-processing node. These flooding sequences are included in the experimental dataset and evaluated using the reconstruction model.,"Sec. II, p. 2; Table I; Fig. 2; Sec. IV-D, p. 5; Fig. 6",IMP-RE,EP-SEED,"Directly evaluated malicious message flooding. The paper does not implement rate limiting, queue control or mitigation; it detects the resulting anomalous frames.",,,,,,
TBD,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS1-LNA,VUL,I,Partial,"The adversarial model assumes that an attacker can create a fake ROS node and insert it between the camera publisher and image-processing subscriber. However, the paper does not separately test malicious registration, duplicate node identity, certificate validation or authentication bypass.","Sec. I-A, p. 1; Sec. II, p. 2; Fig. 1",IMP-DT,EP-CLAIM,"The fake node is part of the assumed attack model, while the evaluation operates on already perturbed image sequences. Therefore, node authentication receives Partial rather than Full.",,,,,,
TBD,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS1-LE,VUL,C,Partial,"The paper states that ROS node communication lacks protection and may allow attackers to learn confidential information or conduct a man-in-the-middle attack. Nevertheless, the proposed detector neither analyzes plaintext network traffic nor implements encryption.","Sec. I-A–B, p. 1",IMP-DS,EP-CLAIM,Lack of communication confidentiality is explicitly discussed but is not part of the experimental evaluation.,,,,,,
TBD,Detecting Data Injection Attacks in ROS Systems Using Machine Learning,ROS1-UTA,VUL,I,Full,"The paper explicitly defines the studied attack as unauthorized publishing. The attacker invokes publisherUpdate on the /gazebo subscriber, adds a fake publisher named /turtlebot3_false, and injects incorrect movement messages into /cmd_vel in parallel with the legitimate /turtlebot3_drive publisher. The resulting network traffic is used to train and evaluate the SVM detector.","Sec. III-B, p. 225; Sec. IV-A–B, pp. 226–227; Figs. 2, 4 and 5",IMP-DT,EP-SEED,Primary code. This is a directly implemented and evaluated topic-injection attack. The resulting unpredictable movement and collision risk are secondary functional impacts.,,,,,,
TBD,Detecting Data Injection Attacks in ROS Systems Using Machine Learning,ROS1-LNA,VUL,I,Partial,"The paper states that ROS nodes do not need to identify or authenticate themselves before acting and that the ROS Master cannot enforce a mapping between topics and legitimate nodes. The experiment uses a fake ROS node, but it does not separately evaluate duplicate-node registration, identity impersonation, certificate validation or authentication bypass.","Sec. III-A, pp. 224–225; Sec. IV-A, p. 227",IMP-DT,EP-CLAIM,"Authentication absence is an explicit enabling condition, but the evaluated mechanism is unauthorized publishing rather than a distinct node-authentication experiment.",,,,,,
TBD,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS1-UTA,VUL,I,Full,"ROS 1 allows nodes to participate in open topics without adequate authorization. In the evaluated attack, RosPenTo is used to compromise the /cmd_vel control topic: legitimate commands from /jaus_mobility are overwritten by unintended traffic originating from /gvrbot_imu_filter, causing /gvrbot_mobility to receive false control information. The attack is executed in real time on the physical GVR-BOT and is used to construct the malicious training and test data.","Sec. II, pp. 2275–2276; Sec. V, p. 2279; Fig. 6; Sec. VI-A, pp. 2279–2280; Figs. 7–9",IMP-DT,EP-SEED,Primary code. The experimentally demonstrated mechanism is unauthorized modification and injection of control-topic data.,,,,,,
TBD,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS1-LNA,VUL,I,Partial,"The paper identifies ROS 1’s anonymous graph structure, lack of payload-authenticity verification, and inability to identify malicious participants as enabling conditions for the attack. However, it does not separately evaluate node registration impersonation, duplicate node names, certificates, challenge-response authentication, or authentication bypass.","Sec. I, p. 2274; Sec. II, pp. 2275–2276",IMP-DT,EP-CLAIM,"Authentication weakness is explicit, but the experimental case focuses on control-topic traffic replacement rather than a distinct node-authentication attack.",,,,,,
TBD,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS1-LE,VUL,C,Partial,"The paper explicitly states that ROS 1 network traffic is unencrypted, allowing attackers to eavesdrop, record or manipulate data and conduct man-in-the-middle attacks. Nevertheless, the experimental outcome is command-data replacement rather than a separately measured confidentiality breach, packet-decryption experiment or intercepted sensitive-data case.","Sec. I, p. 2274; Sec. II, pp. 2275–2276",IMP-DS,EP-CLAIM,"Plaintext communication is an explicit enabling weakness, but confidentiality loss is not independently evaluated.",,,,,,
TBD,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS1-UTA,VUL,I,Full,"In the replay scenario, an attacker creates and registers a ROS node, requests information about the target publisher, subscribes to the target data, records two minutes of legitimate data and then continuously republishes the recorded data to the robotic system. The attack is implemented against the physical robotic-arm environment and directly evaluated using the resulting joint-position and velocity traces.","Sec. III-A.1, p. 20551; Fig. 4; Sec. III-B.1, pp. 20551–20552; Fig. 6; Sec. V, pp. 20555–20558",IMP-DT,EP-SEED,Primary code. Replay is an unauthorized ROS data-access and republication operation. Its principal consequence is replacement of current system information with previously valid data.,,,,,,
TBD,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS1-LFQ,VUL,A,Full,"In the subscriber-flood scenario, the attacker sends multiple consecutive subscription requests to ROS-Master. ROS-Master then attempts to process and propagate the requests, leading to Master overload or crash, delays in robotic-arm movements and temporary loss of responsiveness. Three one-minute flooding periods are injected and evaluated in the physical testbed.","Sec. I, p. 20548; Sec. III-A.2, p. 20551; Fig. 5; Sec. III-B.2, pp. 20551–20552; Fig. 7; Sec. V, pp. 20557–20558",IMP-RE,EP-SEED,Directly implemented ROS-specific DoS case. The authors report that the arm remained unresponsive for approximately four minutes after the second attack.,,,,,,
TBD,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS1-LNA,VUL,I,Partial,"Both attack scenarios rely on an attacker being able to create and register a node with ROS-Master without authentication. The paper also explicitly states that ROS lacks the authentication mechanisms required for basic access control. However, it does not separately test node-name impersonation, certificate validation, registration authentication or identity-binding mechanisms.","Sec. I, p. 20548; Sec. III-A, p. 20551",IMP-DT,EP-CLAIM,"Lack of node authentication is an explicit enabling condition, but the evaluated attack objectives are replay and flooding rather than authentication bypass itself.",,,,,,
TBD,ROZZ: Property-based Fuzzing for Robotic Programs in ROS,GPE,REL,CODE,Full,"ROZZ directly detects 43 real bugs in ten ROS 2 programs: six null-pointer dereferences, five use-after-free defects, three buffer or stack overflows, eleven invalid-pointer accesses and eighteen uncaught exceptions. Root-cause analysis attributes confirmed bugs to callback data races and incorrect synchronization, missing or incorrect validation and exception handling, and stack-memory misuse. Twenty bugs were confirmed and fixed by ROS developers. The ROS 1 evaluation additionally finds two invalid-pointer accesses and four uncaught exceptions.","Sec. IV-A–B, pp. 6788–6790; Tables II–III; Fig. 6; Sec. IV-D, p. 6790; Table V",IMP-OA,EP-OBS,Primary and only supported leaf code. Most defects cause node crashes or abnormal termination of robot tasks; some memory-safety defects may also cause undefined robot behavior or create security risk.,,,,,,
TBD,Multi-Dimensional and Message-Guided Fuzzing for Robotic Programs in Robot Operating System,GPE,REL,CODE,Full,"ROFER finds 88 real implementation defects across 13 ROS 2 programs: 10 null-pointer dereferences, 8 use-after-free defects, 14 buffer or stack overflows, 17 invalid-pointer accesses and 39 unhandled exceptions. Root-cause analysis shows defects involving harmful data races during message handling, missing synchronization, incorrect handling of configuration parameters, missing or incorrect safety checks, and improper exception handling. Forty-six bugs were confirmed by ROS developers.","Sec. 5.2–5.3, pp. 769–772; Tables 4–6; Figs. 5–6",IMP-OA,EP-OBS,"Primary and only supported leaf code. The observed consequences include initialization failure, loss of response, abnormal stopping, collision and incorrect task completion.",,,,,,
TBD,Toward the Trustworthiness of Industrial Robotics Using Differential Fuzz Testing,BSE,REL,SEM,Full,"RROSFuzz supplies identical six-joint target-angle arrays to the Python moveit_commander and C++ move_group_interface implementations. Approximately 60.78% of the 15,246 test cases produce inconsistent end-effector positions or orientations. Validation using final joint-angle values shows that 74.56% of inconsistent cases are closer to the result of move_group_interface. The authors attribute the discrepancy to joint-angle overflow or incorrect angle handling in moveit_commander.arm.go(), which can prevent the arm from reaching the specified target and may cause obstacle collision.","Sec. IV-B–D, pp. 2786–2789; Figs. 7–10; Tables III–IV; Sec. VII, p. 2790",IMP-FA,EP-OBS,"Primary and only supported leaf code. The defect is identified through inconsistent robot-motion semantics rather than a crash, memory-safety violation or ROS communication failure.",,,,,,
TBD,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,BSE,REL,SEM,Full,"The paper directly defines and evaluates three semantic-correctness families: violations of physical laws, violations of robot specifications, and cyber-physical discrepancies. RoboFuzz detects specification and behavioral faults in PX4, TurtleBot3, MoveIt 2, and Turtlesim, including unconstrained acceleration, incorrect motor and joint limits, inconsistent simulated and physical behavior, zero velocity reported during movement, and physically infeasible states.","Abstract; Sec. 2.3, pp. 449–450; Secs. 4.1–4.4, pp. 452–453; Sec. 5.1 and Table 2, pp. 454–456",IMP-FA,EP-OBS,"Primary code. The defects were triggered with concrete messages, replayed for validation, and many were acknowledged or fixed by developers.",,,,,,
TBD,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,GPE,REL,CODE,Full,"RoboFuzz directly discovers implementation-level defects in ROSIDL, rclpy, rclcpp, and application controllers, including type confusion, missing range and type validation, implicit value conversion, incorrect return logic, missing NULL checks causing null-pointer dereference, unhandled exceptions, and unreachable error-checking code.","Secs. 4.5–4.6, pp. 453–454; Table 2, bugs 16–30, p. 456; Sec. 6, p. 457",IMP-FA; IMP-OA,EP-OBS,These are coded by implementation root cause rather than by the resulting physical or semantic symptom. Bug 27 produces a hard failure through null-pointer dereference.,,,,,,
TBD,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,ICF,REL,SEM,Full,Table 2 reports an acknowledged mismatch in the PX4 trajectory-setpoint message definition. This is a direct ROS message-interface contract defect rather than merely an incorrect downstream behavior.,"Sec. 5.1, Table 2, bug 03, p. 456",IMP-FA,EP-OBS,Limited to the distinct message-definition mismatch. Other specification and physical-property violations remain BSE.,,,,,,
