ROS SLR 精简编码表 / Concise Study Coding,,,,,,,,,,,,,,,,,,,,,,
一篇文章一行。主缺陷代码只填一个；其他缺陷代码可用分号列出，但每个 Full/Partial 缺陷必须在 02_Defect_Evidence 中单独建立证据行。缺陷覆盖度与研究质量不得混用。,,,,,,,,,,,,,,,,,,,,,,
Study ID,Article Title / 文章标题,ROS Version,Major Category,2-Major Category,final-Major Category,Primary Defect Code,Primary Subcategory,2-Primary Subcategory,final-Primary Subcategory,Other Defect Code(s),ALL Defect Code,Primary Impact,Source Code Required,Simulation Use,QA1 ROS Relevance,QA2 Defect Clarity,QA3 Study/Method Clarity,QA4 Evaluation Strength,QA5 Reproducibility,QA Total (0-5),Adjudication / Notes,Tools
TBD,A Model-Based Methodology for Automated Verification of ROS 2 Systems,ROS 2,REL,REL,REL,SEF,CODE,CODE,CODE,—,SEF,IMP-FA,No,No,Full,Full,Partial,Partial,No,3,"The proposed toolchain automates the construction of UPPAAL models for verifying ROS 2 callback latency, executor blocking, input-buffer adequacy, buffer overflow, and missed callback instances. These targets originate in ROS 2 executor scheduling and runtime execution, so SEF is the appropriate root-cause code. The paper uses “vulnerable” in the general sense of being prone to blocking, but it does not involve an attacker, unauthorized behavior, or a security-policy failure; therefore, it is coded as reliability rather than vulnerability. Source code of the analyzed ROS 2 application is not required as an analysis input: implemented systems are processed through ROS2_tracing, while conceptual systems may begin from an EMF system model. The proof of concept runs a small standalone ROS 2 system and generated UPPAAL models, without Gazebo or another robotics simulator. QA3 is Partial because several transformations and requirement-generation components remain conceptual or only partially implemented. QA4 is Partial because evaluation uses one small example, selected callback types, and no comparative baseline or comprehensive defect-detection experiment. QA5 is No because no public implementation or replication package is identified, and the transformation details are insufficient for exact independent reproduction.",Yes
TBD,Formal Verification of ROS-based Robotic Applications using Timed-Automata,ROS 1,REL,REL,REL,SEF,CODE,CODE,CODE,—,SEF,IMP-FA,Yes,No,Full,Full,Full,Partial,Partial,4,"The study directly models ROS 1 publisher–subscriber communication, queues, ros::spinOnce, callback processing, timeouts, publication rates, and message priorities. UPPAAL verification identifies queue-overflow configurations, lost sensor messages, and starvation of RandomWalker velocity commands in the Kobuki robot. Evaluation is limited to a synthetic example and one ROS robot case study, without physical execution validation or comparison with alternative approaches. Kobuki source code is public, but no dedicated replication package or UPPAAL model repository is reported.",Yes
TBD,Pattern-based verification of ROS 2 applications using UPPAAL,ROS 2,REL,REL,REL,SEF,CODE,CODE,CODE,—,SEF,IMP-FA,No,No,Full,Full,Full,Full,Full,5,"The method models ROS 2 callback releases, executor scheduling, callback execution times, priorities, communication delays, jitter, and input/output buffer utilization using reusable UPPAAL timed-automata templates. It covers both ExV1 and ExV2 single-threaded executors and evaluates ROS 2 Dashing, Eloquent, and Humble. Model traces are compared with actual ROS 2 executions in Docker. The complete UPPAAL model is made available online.",Yes
TBD,Verifying ROS-Based Applications Using Timed and Stochastic Timed Automata,ROS 2,REL,REL,REL,SEF,CODE,CODE,CODE,—,SEF,IMP-FA,No,No,Full,Full,Full,Partial,Full,4.5,"The paper formalizes ROS 2 scheduling and communication using timed and stochastic timed automata. It verifies end-to-end reaction-time bounds under deterministic and nondeterministic execution times and probabilistic workloads. Evaluation reproduces four cases from earlier simulation-based work and studies a camera-guided industrial scenario, but it does not validate the models through actual ROS 2 or physical-robot execution. The UPPAAL models and source code are publicly available.",Yes
TBD,DiNeROS: A Model-Driven Framework for Verifiable ROS Applications with Petri Nets,ROS 1,REL,REL,REL,SEF,CODE; SEM,CODE; SEM,CODE; SEM,BSE,SEF; BSE,IMP-FA,No,No,Full,Full,Full,Partial,Partial,4,"The framework models ROS nodes, topics, services, publisher queues, dispatcher queues, callback queues, service instances, and external signals using extended Petri nets. The primary evaluated faults are queue overflows caused by insufficient or unaligned capacities. Separate behavioral faults are evaluated through contradictory or permanently false signal clauses. The approach is evaluated with a two-industrial-robot-arm sorting application, but the empirical evaluation is limited to one case study and several author-created fault scenarios. Tooling is publicly referenced, while complete replication instructions and artifact details are limited.",Yes
TBD,Distributed Petri Nets for Model-Driven Verifiable Robotic Applications in ROS,ROS 1,REL,REL,REL,ICF,SEM,SEM,SEM,BSE,ICF; BSE,IMP-FA,No,No,Full,Full,Full,Partial,Partial,4,"DiNeROS formally models ROS nodes, topics, services, channel capacities, external signals, and node-internal workflows using Petri nets. Its primary defect target is incorrect interaction and communication configuration, including topic queue overflow, unused topics, services that are never called or never return, and dead nodes. BSE is additionally assigned because the paper directly evaluates unsatisfiable signal clauses and incorrect workflow conditions. The implementation is ROS 1: it uses the ROS Master, RosJava and the common subset of Java/C++ ROS client libraries; ROS 2 support is explicitly left as future work. The verification input is a PNML-based System Model rather than target application source code. Evaluation includes two physical industrial robot arms and runtime ROS execution, not a robotics simulator. QA4 is Partial because the evaluation is based on one controlled, small-scale case study and partial state-space exploration. QA5 is Partial because a DiNeROS tooling website is provided, but no versioned replication package, complete experimental configuration, or fully documented reproduction workflow is identified in the paper.",Yes
TBD,Formal Verification of ROS Based Systems Using a Linear Logic Theorem Prover,ROS 1,REL,REL,REL,ICF,SEM,SEM,SEM,BSE,ICF; BSE,IMP-FA,Mixed,Yes,Full,Full,Full,Partial,Partial,4,"The primary target is the consistency and compatibility of the ROS computational graph, including idle publishers/subscribers, publisher–subscriber type consistency, multiple publishers on one topic, component compatibility, and whether a composed node graph can satisfy a required behavior. The Kobuki bad-design case removes cmd_vel_mux, allowing two components to publish velocity commands without arbitration and causing the desired behavior property to become unprovable; this is primarily an interactioNorchitecture fault and is coded ICF. BSE is additionally assigned for the separate runtime experiment in which injected sensor faults are evaluated against explicitly defined safety rules and behavioral requirements. The study concerns ROS 1, evidenced by HAROS, ROS 1 computational graphs, Kobuki Gazebo, nodelets, and the referenced ROS Melodic application. Source dependence is Mixed: static extraction uses the application source code and launch files through HAROS, whereas the dynamic approach uses runtime node and sensor-status information. Runtime evaluation is conducted in Kobuki Gazebo rather than on a physical robot. QA4 is Partial because evaluation consists of small proof-of-concept examples without quantitative baselines, scalability analysis, or broad subjects. QA5 is Partial because experiment source code is referenced, but the linear-logic encodings are manually produced and the complete static-verification workflow is not packaged for direct reproduction.",Yes
TBD,Formal Analysis and Detection for ROS2 Communication Security Vulnerability,ROS 2,VUL,VUL,VUL,ROS2-ICAPP,I,I,I,ROS2-MPIB,ROS2-ICAPP; ROS2-MPIB,IMP-DT,No,No,Full,Full,Full,Full,Partial,4.5,"The paper formally models and experimentally tests seven ROS 2 communication attacks covering topics, services, and actions. SROS2 blocks unauthenticated attackers, but an attacker possessing intercepted security profiles can authenticate and execute all seven attacks. Unauthorized publication additionally demonstrates acceptance of forged messages from a malicious publisher. No public ROS2Tester source-code repository or full replication package is reported.",Yes
TBD,ROSCallBaX: Statically Detecting Inconsistencies in Callback Function Setup of Robotic Systems,Both,REL,REL,REL,SEF,CODE,CODE,CODE,—,SEF,IMP-FA,Yes,No,Full,Full,Full,Full,Full,5,"ROSCallBaX statically analyzes ROS 1/ROS 2 C++ and Python source code. It models callbacks, callback groups or queues, executors or spinners, spin operations and thread associations as a composition graph, then checks nine classes of execution-setup inconsistencies. Evaluation covers 30 forum posts represented by 50 test files and 30 public ROS projects. It reports 92 inconsistencies, including 81 true positives, for an overall true-positive rate of 88.04%. A public replication artifact is provided through Zenodo.",Yes
TBD,A Novel Solution for Securing Robot Communications Based on the MQTT Protocol and ROS,ROS 1,VUL,VUL,VUL,ROS1-LE,C; I,C; I,C; I,ROS1-LNA; ROS1-UTA,ROS1-LE; ROS1-LNA; ROS1-UTA,IMP-DS,No,No,Full,Full,Full,Partial,Partial,4,"The study proposes an MQTT-based gateway that protects remote ROS 1 communication using TLS payload encryption, X.509 certificates, client authentication, and MQTT authorization mechanisms. ROS1-LE is selected as the primary code because encrypted communication and its performance overhead are the principal implemented and experimentally evaluated security mechanism. ROS1-LNA is also Full because certificate-based client authentication is implemented in the evaluated architecture. ROS1-UTA is Partial because MQTT ACLs and restricted publish/subscribe rights are explicitly proposed, but topic-level authorization is not separately configured, attacked, or experimentally evaluated. The implementation uses ROS Kinetic on Ubuntu 16.04 and explicitly treats ROS 2 as future work. The solution operates through MQTT broker and bridge configuration without requiring the target ROS application source code. Experiments use three physical surveillance robots, not simulation. QA4 is Partial because only performance overhead is evaluated; the paper does not execute man-in-the-middle, hijacking, or unauthorized-access attacks. QA5 is Partial because the architecture, software components, platforms, durations, and metrics are reported, but the broker configuration, certificates, ACL files, LoadRunner scripts, and complete replication package are not published.",Yes
TBD,From Models To Software Through Automatic Transformations: An AADL To ROS End-to-End Toolchain,ROS 1,REL,REL,REL,ICF,SEM; CODE,SEM; CODE,SEM; CODE,BDF,ICF; BDF,IMP-FA,Yes,No,Full,Partial,Full,No,No,2.5,"The toolchain transforms an AADL architecture into ROS 1 C++ packages while preserving nodes, typed ports, connections, topic names, publishers, subscribers, services, timers and launch relationships. Its main reliability relevance is preventing architectural and interface inconsistencies between the model and generated ROS implementation. Build artifacts are also generated, but no concrete build-fault experiment is presented. The autonomous-wheelchair application is only briefly described, without a systematic defect evaluation or public replication package.",Yes
TBD,On the (In)Security of Secure ROS2,ROS 2,VUL,VUL,VUL,ROS2-ICAPP,I; C,I,I; C,ROS2-ILE,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,IMP-DT,Yes,Hybrid,Full,Full,Full,Full,Full,5,"The paper systematically analyzes the ROS 2/SROS2 implementation and identifies four security vulnerabilities across ROS 2 Eloquent, Foxy, and Galactic. ROS2-ICAPP is the primary code because V1 and V2 arise from inadequate protection and synchronization of permission policies: an adversarial robot can reuse an expired but validly signed permission file or refuse node/participant reinitialization, thereby retaining revoked publish/subscribe privileges. ROS2-ILE covers V3 and V4: insecure default signing without encryption exposes DDS participant and topology metadata, while plaintext and over-inclusive permission files leak security-policy information. The analysis requires the ROS 2 RCL/RMW source code to construct code-property graphs and abstract communication-related functions. Evaluation combines Gazebo experiments with three OpenRMF workloads and a physical testbed using three TurtleBot 3 Waffle Pi robots and AWS cloud infrastructure. The authors also evaluate a private-broadcast-encryption defense through formal analysis, attack mitigation, latency benchmarks, and CPU/RAM measurements. Supporting models, implementation details, exploits, and the open-source defense are reported as publicly available.",No
TBD,ROSDiscover: Statically Detecting Run-Time Architecture Misconfigurations in Robotics Systems,ROS 1,REL,REL,REL,ICF,SEM,SEM,SEM,—,ICF,IMP-FA,Yes,Yes,Full,Full,Full,Full,Full,5,"ROSDiscover reconstructs component ports, parameters and connectors from C++ source code, CMake files and ROS launch files, then checks the recovered architecture using first-order logic rules. It detects topic-name and message-type mismatches, incorrect topic remapping, dangling publishers/subscribers and architecture-related parameter misconfigurations. Evaluation uses five real ROS systems and a dataset of 29 historical bugs; 19 bugs fall within the implemented scope and 8 are detected directly. The implementation, dataset, Docker images, scripts and results are publicly available.",Yes
